Sentence,Entity,Sentiment
the ceiling is amazing!,ambience,positive
i'm glad i was introduced to this place and this is a rare gem in ny.,anecdotes,positive
and at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,food,negative
and at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,service,negative
not a small feat for good french food in the area.,food,positive
"the space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.",ambience,negative
food was average but tasty.,food,positive
big wong gets big ups for a fine establishment.,ambience,positive
will never be back.,anecdotes,negative
"the entree was bland and small, dessert was not inspired.",food,negative
i highly recommend it.,anecdotes,positive
oh and it's too tiny for families with strollers.,ambience,negative
the staff was the friendliest that have seen in new york.,service,positive
delicious food at a great price but do not go here on a cold day and sit by the front door.,price,positive
delicious food at a great price but do not go here on a cold day and sit by the front door.,food,positive
delicious food at a great price but do not go here on a cold day and sit by the front door.,ambience,negative
"my picks: guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",food,positive
"overall, i'm still impressed that the place even exists and the prices are quite decent but then again, its chinatown.",price,positive
my six year old loved it.,anecdotes,positive
pizza was a little soggy.,food,negative
"the food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",food,positive
the singapore mai fun had no curry flavor whatsoever.,food,negative
the only problem is that the manager is a complete incompetent.,service,negative
the wine list is interesting and has many good values.,food,positive
murray won't do it.,service,negative
i'm still mad that i had to pay for lousy food.,food,negative
definite go if you're used to good indian restaurant food from abroad.,food,positive
"thr at moshphere is compact, modern, yet cozy.",ambience,positive
"by far, the best pizza in manhattan.",food,positive
"decent thai food in cute - though a bit dank - little nolita hangout, but service terrible.",food,positive
"decent thai food in cute - though a bit dank - little nolita hangout, but service terrible.",service,negative
"most people eat there seem to be typical upper east side snobs, so be aware.",ambience,negative
the waiter actually poured water on my hand and walked away.,service,negative
"the food is mostly made from scratch, fresh and well prepared.",food,positive
"worse of all, $60 was erroneously added to our $80 bill.",service,negative
too cold to enjoy.,ambience,negative
"no more reservations, expensive tips and annoying stuff.",service,positive
try the sea bass.,food,positive
$20 gets you unlimited sushi of a very high quality- i even took a friend here from japan who said it was one of the best sushi places in the us that he has been to.,price,positive
$20 gets you unlimited sushi of a very high quality- i even took a friend here from japan who said it was one of the best sushi places in the us that he has been to.,food,positive
i brought some buddies from ca and they loved it.,anecdotes,positive
sushi wasn't anything spectacular for the price.,price,negative
"during our meal, the management came over and checked on us and even bought us a round of drinks.",service,positive
